service_name,motor_type,price
PENGGANTIAN SARINGAN OLI,PCX 160 CBS,5000.0
JASA PASANG 25000,BeAT Sporty CBS ISS,25000.0
JASA PASANG 15000,SUPRA X,15000.0
PENGGANTIAN SARINGAN OLI,VARIO TECHNO 125 FI CBS,0.0
PENGGANTIAN KANVAS REM DEPAN,ADV160 CBS,30000.0
PENGGANTIAN CVT,ADV160 CBS,60000.0
GOKIL (GANTI OLI KILAT),PCX 160 CBS,0.0
PENGGANTIAN MASTER REM DEPAN,REVO FIT FI,50000.0
PERBAIKAN BELT DRIVE / ROLLER,ADV160 CBS,140000.0
PAKET INJECTOR CLEANER,VARIO 125 CBS-ISS MMC,40000.0
JASA PASANG 200000,REVO FIT,200000.0
JASA PASANG 80000,REVO FIT,72000.0
JASA PASANG 30000,TIGER CAST WHEEL,30000.0
PENGGANTIAN KANVAS REM BELAKANG,BEAT FI CBS,15000.0
PEMERIKSAAN LAIN - LAIN,ALL NEW SCOOPY SPORTY,0.0
PENGGANTIAN SARINGAN OLI,NEW SCOOPY STYLISH,5000.0
PEMERIKSAAN KELISTRIKAN,VARIO 110 CBS ISS,50000.0
PERBAIKAN SARINGAN UDARA,BEAT FI SW,10000.0
PENGGANTIAN KANVAS REM DEPAN,NEW SCOOPY FI,20000.0
PERBAIKAN BELT DRIVE / ROLLER,BeAT Sporty CBS,55000.0
PERBAIKAN BAN BELAKANG,VARIO 125 CBS-ISS MMC,15000.0
JASA PASANG 20000,VARIO TECHNO 125 CBS ISS,20000.0
PERBAIKAN COM STEER,BEAT SPORTY CBS,35000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,REVO CW FI,10000.0
GANTI OLI PLUS PENGGANTIAN,SCOOPY FI,0.0
JASA PASANG 40000,VARIO FI,40000.0
GANTI KAMPAS REM,PCX 160 ABS,40000.0
PAKET SIAP MUDIK 2025,SCOOPY ESP,50000.0
SERVIS THORTTLE BODY,BEAT SPORTY CW,35000.0
PENGGANTIAN OLI MESIN,ALL NEW SONIC 150 R,0.0
PAKET RESET FI,VARIO 110 CBS ISS,80000.0
JASA PASANG 65000,NEW VARIO 150,65000.0
PERBAIKAN KANVAS KOPLING,VARIO 125 CBS MMC,35000.0
PENGGANTIAN OLI MESIN,PCX HYBRID,5000.0
JASA PASANG 10000,CBR 150R ABS,10000.0
GOKIL (GANTI OLI KILAT),CB150R STREETFIRE,0.0
KPB 1,Beat Sporty,0.0
PEMERIKSAAN LAIN - LAIN,NEW SUPRA GTR150 SPORTY,0.0
PERBAIKAN BAN BELAKANG,NEW VARIO ESP CBS,15000.0
PERBAIKAN HEADLIGHT UNIT,BEAT CW FI MMC,10000.0
PAKET SERVIS LENGKAP+CVT,SCOOPY STYLISH,115000.0
STEL RANTE 15000,MEGA PRO,15000.0
SPECIAL MATIC 50K,VERZA CAST WHEEL,25000.0
JASA PASANG 35000,Verza,35000.0
PERBAIKAN FOOT STEP,REVO FIT FI,20000.0
JASA PASANG 30000,VARIO TECHNO,30000.0
SERVIS PAKET RINGAN PERAWATAN,REVO CW,65000.0
GANTI OLI PLUS PENGGANTIAN,CBR 150R STD,0.0
PERBAIKAN KANVAS REM BELAKANG,ALL NEW CB150R STREETFIRE,25000.0
SPECIAL MATIC 50K,NEW SCOOPY FASHION,50000.0
PAKET RESET FI,ALL NEW CBR 150R,50000.0
PENGGANTIAN AKI,BeAT Sporty CBS,10000.0
KURAS MINYAK REM,BeAT Sporty CBS,25000.0
PENGGANTIAN RANTAI KETENG ,BeAT Sporty CBS,45000.0
PENGGANTIAN BAN DEPAN,BeAT Sporty CBS,20000.0
PENGGANTIAN BELT DRIVE / ROLLER,BeAT Sporty CBS,35000.0
PENGGANTIAN FUEL PUMP,BeAT Sporty CBS,45000.0
KPB 3,SUPRA X 125 CW,0.0
PENGGANTIAN CVT,VARIO 125 CBS MMC,55000.0
KURAS MINYAK REM,BEAT SPORTY CW,25000.0
CAD (CEK AJA DULU),NEW VARIO TECHNO CBS,0.0
CAD (CEK AJA DULU),VARIO TECHNO,0.0
PAKET KURAS MASTER REM,SUPRA X 125 CW MMC,25000.0
CLAIM C2 PENGGANTIAN,ADV160 CBS,0.0
JASA PASANG 225000,BeAT Sporty CBS ISS,225000.0
JASA PASANG 20000,VARIO 150 SPORTY,20000.0
JASA PASANG 60000,NEW VARIO 125 CBS,60000.0
PENGGANTIAN SARINGAN UDARA,SCOOPY FI,5000.0
PENGGANTIAN CVT,BEAT FI SW,50000.0
JASA PASANG 65000,BEAT FI SW,65000.0
PAKET SERVICE CB150X,CB150X STD,165000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,BEAT CW FI MMC,10000.0
JASA PASANG 300000,VARIO 160 CBS,300000.0
JASA PASANG 75000,VARIO 160 CBS,75000.0
CAD (CEK AJA DULU),NEW VARIO 125 CBS,0.0
JASA PASANG 100000,GENIO CBS,100000.0
PAKET SERVIS PLATINUM,VARIO TECHNO 125 FI CBS,125000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,Genio CBS,115000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SUPRA X 125 FI SW,80000.0
PERBAIKAN BAN DEPAN,VARIO 110 CBS,0.0
PERBAIKAN KANVAS REM BELAKANG * ABS,NEW PCX 150 ABS,20000.0
SPECIAL MATIC 50K,NEW PCX 150 CBS,50000.0
PERBAIKAN HEADLIGHT UNIT,SUPRA X 125 DISK BRAKE,30000.0
JASA PASANG 20000,BEAT SW FI MMC,20000.0
JASA PASANG 175000,BEAT SPORTY CW,175000.0
JASA PASANG 40000,NEW CBR 150R,40000.0
SERVIS PAKET LENGKAP PERAWATAN,PCX160 CBS,0.0
PERBAIKAN BAN DEPAN,NEW SUPRA X 125 CW FI MMC,0.0
PAKET RESET FI,NEW SCOOPY PRESTIGE,26000.0
LCR GANTI,NEW SCOOPY PRESTIGE,0.0
SERVICE CVT,BEAT SPORTY CW,50000.0
PEMERIKSAAN LAIN - LAIN,CB150X SE,0.0
SERVICE GRATIS (CSR),CB150X SE,0.0
PERBAIKAN CVT,BEAT POP CW,35000.0
PAKET KURAS RADIATOR,ALL NEW CB150R STREETFIRE,0.0
PERBAIKAN CVT,SUPRA X 125 CW,0.0
PAKET SERVIS MATIC ASYIK,BEAT SPORTY CW,46000.0
PENGGANTIAN OLI SHOCKBREAKER,BeAT Sporty CBS,55000.0
JASA PASANG 15000,BEAT POP ESP CBS ISS,14500.0
PENGGANTIAN KANVAS REM BELAKANG,BEAT POP ESP CBS ISS,30000.0
PEMERIKSAAN KELISTRIKAN,BEAT POP ESP CBS ISS,115000.0
PAKET RESET FI,BeAT Street,80000.0
JASA PASANG 10000,ALL NEW CB150R STREETFIRE,10000.0
PAKET SERVIS SAHABAT WARGA,PCX 160 CBS,70000.0
PENGGANTIAN BAN BELAKANG,NEW VARIO TECHNO CBS,20000.0
CAD (CEK AJA DULU),VARIO TECHNO 125 FI CBS,0.0
PAKET GOCENG,SUPRA X 125 SW MMC,5000.0
PAKET SERVIS SILVER,BLADE,195000.0
CEK AJA DULU,CB150R STREETFIRE SPECIAL,0.0
CEK AJA DULU,BEAT SPORTY CBS,0.0
PERBAIKAN BAN BELAKANG,ALL NEW SCOOPY SPORTY,25000.0
PENGGANTIAN CVT,PCX 150,50000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW VARIO ESP CBS ISS ADVA,95000.0
PENGGANTIAN BUSI,NEW VARIO ESP CBS ISS ADVA,0.0
PENGGANTIAN BAN BELAKANG,PCX HYBRID,25000.0
PAKET SIAP MUDIK 2024,SUPRA X,120000.0
PERBAIKAN KUNCI SET,BEAT CW FI MMC,44000.0
GANTI OLI PLUS PENGGANTIAN,CB150 VERZA CW,10000.0
JASA PASANG 15000,CB150 VERZA CW,15000.0
PEMERIKSAAN LAIN - LAIN,NEW SCOOPY FASHION,0.0
JASA CEK KILAT,VARIO 160 CBS,1.0
PENGGANTIAN OLI MESIN,NEW VARIO ESP CBS ISS ADVA,5000.0
PENGGANTIAN SEAL SHOCK BREAKER DEPAN,SUPRA X 125 CW,75000.0
PAKET KURAS MASTER REM,NEW SCOOPY FASHION,35000.0
PENGGANTIAN MINYAK REM,NEW SCOOPY FASHION,15500.0
PENGGANTIAN CVT,VARIO 125 CBS-ISS MMC,40000.0
JASA PASANG 30000,BEAT CW FI MMC,30000.0
PEMERIKSAAN LAIN - LAIN,NEW VARIO 125 CBS ISS,0.0
PENGGANTIAN SARINGAN OLI,BeAT Sporty CBS ISS Deluxe,0.0
CAD (CEK AJA DULU),VARIO 150,0.0
PENGGANTIAN KUNCI SET,BEAT FI SW,65000.0
PENGGANTIAN BAN DEPAN,ALL NEW SCOOPY SPORTY,0.0
JASA PASANG 35000,ALL NEW CBR 150R,35000.0
JASA PASANG 55000,BEAT SW FI MMC,55000.0
PENGGANTIAN KANVAS KOPLING,BeAT Street,40000.0
CAD (CEK AJA DULU),VARIO TECHNO 125 FI ISS,0.0
JASA PASANG 15000,VARIO TECHNO 125 FI CBS,10000.0
PENGGANTIAN COM STEER,ADV160 CBS,200000.0
PENGGANTIAN BOHLAM LAMPU DEPAN / SOCKET ,NEW SCOOPY STYLISH,20000.0
SERVIS PAKET LENGKAP PERAWATAN,REVO SPOKE,90000.0
PENGGANTIAN KANVAS REM DEPAN,REVO SPOKE,20000.0
PERBAIKAN SARINGAN UDARA,NEW PCX 150 ABS,0.0
JASA PASANG 30000,ADV150 CBS,30000.0
JASA PASANG 20000,Genio CBS ISS,20000.0
PAKET PEMBERSIHAN CVT,Genio CBS ISS,50000.0
PAKET PEMBERSIHAN CVT,New Vario 150,70000.0
JASA PASANG 120000,VERZA CAST WHEEL,120000.0
JASA PASANG 135000,BEAT FI CBS,135000.0
JASA PASANG 65000,VARIO 125 CBS MMC,65000.0
CEK AJA DULU,SPACY CW HELM IN FI,0.0
PAKET INJECTOR CLEANER,GENIO CBS ISS SE,100000.0
PERBAIKAN THROTTLE BODY,VARIO 125 CBS ISS,40000.0
PAKET GOCENG,VARIO 110 CBS,5000.0
JASA PASANG 105000,SUPRA X 125 HELM IN FI,105000.0
BONGKAR MESIN,SUPRA X 125 HELM IN FI,300000.0
SERVICE GRATIS (CSR),VARIO 125 CBS,0.0
PENGGANTIAN BODY COVER SET,ALL NEW SCOOPY SPORTY,50000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SONIC 150R SPECIAL,100000.0
PENGGANTIAN RANTAI KETENG ,SCOOPY FI,30000.0
PENGGANTIAN BAN DEPAN,SCOOPY FI,25000.0
PENGGANTIAN FUEL PUMP,SCOOPY FI,35000.0
KURAS MINYAK REM,SCOOPY FI,25000.0
JASA PASANG 5000,NEW MEGA PRO CW,5000.0
PAKET PEMBERSIHAN CVT,NEW VARIO ESP CBS ISS,70000.0
JASA PASANG 100000,REVO 110 CAST WHEEL,100000.0
PENGGANTIAN OLI MESIN,SUPRA X 125 SW,0.0
SERVIS PAKET LENGKAP PERAWATAN,SUPRA X 125 SW,70000.0
PAKET RESET FI,VARIO 125 CBS ISS SP,25000.0
JASA PASANG 10000,BEAT POP ESP CW COMIC,10000.0
PENGGANTIAN BEARING DEPAN,BeAT Sporty CBS ISS Deluxe,18000.0
JASA PASANG 20000,SUPRA X 125 HELM IN FI,20000.0
SERVICE BERKALA TYPE MATIC 150FI,VARIO 160 CBS,95000.0
PENGGANTIAN AKI,NEW CBR 150R ABS,5000.0
JASA PASANG 85000,BeAT Sporty CBS,85000.0
PENGGANTIAN PIRINGAN CAKRAM DEPAN,BEAT SPORTY CBS ISS,35000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SONIC 150R REPSOL,100000.0
JASA PASANG 15000,SUPRA X 125 HELM IN FI,15000.0
JASA PASANG 5000,BEAT CBS FI MMC,5000.0
PAKET SERVICE LENGKAP,ADV160 CBS,160000.0
JASA PASANG 10000,VARIO 110 CBS ISS,10000.0
PAKET RESET FI,VARIO ESP CBS ADV MMC,0.0
PAKET KURAS TANGKI,SCOOPY,50000.0
PAKET GOCENG,BEAT SW FI MMC,5000.0
PENGGANTIAN OLI MESIN,MEGA PRO,10000.0
PENGGANTIAN FUEL PUMP,NEW VARIO ESP CBS ISS,65000.0
SERVIS PAKET LENGKAP PERAWATAN,NEW VARIO ESP CBS ISS,103000.0
PENGGANTIAN KANVAS REM DEPAN,NEW VARIO ESP CBS ISS,25000.0
PENGGANTIAN BAN BELAKANG,NEW VARIO ESP CBS ISS,65000.0
PENGGANTIAN KANVAS REM BELAKANG,NEW VARIO ESP CBS ISS,35000.0
PENGGANTIAN RANTAI KETENG ,NEW VARIO ESP CBS ISS,150000.0
JASA PASANG 75000,VARIO 150 MMC,75000.0
JASA PASANG 120000,BEAT SPORTY CBS,120000.0
PENGGANTIAN PIRINGAN CAKRAM DEPAN,BEAT SPORTY CBS,30000.0
PENGGANTIAN OLI GARDAN,VARIO 110 CBS,0.0
PERBAIKAN KANVAS REM BELAKANG,VARIO 125 CBS ISS,15000.0
JASA PASANG 65000,VARIO 125 CBS,65000.0
SERVIS PAKET LENGKAP PERAWATAN MATIC PLUS,VARIO 125 CBS ISS,130000.0
VISIT FEE,BeAT Sporty CBS ISS,0.0
JASA PASANG 30000,BLADE,30000.0
JASA PASANG 15000,NEW SUPRA X 125 FI CW,11250.0
GANTI OLI PLUS PENGGANTIAN,BLADE,5000.0
JASA PASANG 30000,SUPRA X,30000.0
CEK NITROGEN BAN DEPAN 2000,SUPRA X 125 PGM FI CW DD,2000.0
PERBAIKAN KANVAS REM DEPAN * ABS,BEAT SPORTY CW,33000.0
JASA PASANG 30000,SPACY CW HELM IN FI,30000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,NEW SCOOPY STYLISH,25000.0
JASA PASANG 50000,NEW BLADE 125 FI R STD,50000.0
JASA PASANG 25000,TIGER CAST WHEEL,25000.0
PERBAIKAN COM STEER,BEAT POP ESP CW COMIC,100000.0
PERBAIKAN SARINGAN UDARA,ALL NEW SCOOPY STYLISH,10000.0
PENGANTIAN OLI MESIN,PCX 160 CBS,8000.0
BONGKAR CVT ,PCX 160 CBS,57500.0
GOKIL (GANTI OLI KILAT),BEAT,0.0
JASA PASANG 100000,NEW PCX 150 CBS,100000.0
PENGGANTIAN BELT DRIVE / ROLLER,ALL NEW SCOOPY SPORTY,45000.0
PENGGANTIAN MASTER REM BELAKANG,CB150 VERZA CW,30000.0
SERVICE CVT,BEAT FI SW,50000.0
PAKET KURAS RADIATOR,REVO FIT FI,0.0
JASA PASANG 50000,MEGAPRO CW FI,50000.0
PERBAIKAN BOHLAM LAMPU DEPAN / SOCKET ,VARIO 110 CBS ISS,30000.0
PRESS FORK / SEGITIGA,VARIO 160 ABS,300000.0
JASA PASANG 110000,VARIO 160 ABS,110000.0
JASA CEK KILAT,NEW VARIO 125 CBS-ISS,1.0
SERVIS PAKET CVT PLUS,VARIO TECHNO 125 CBS ISS,39000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,SONIC 150R MATTE BLACK,100000.0
JASA PASANG 5000,SPACY CW HELM IN,5000.0
PERBAIKAN FUEL PUMP,VARIO 125 CBS,50000.0
PAKET SERVIS LENGKAP,ADV160 CBS,160000.0
SERVIS PAKET RINGAN PERAWATAN,BLADE R,65000.0
JASA PASANG 30000,PCX 150,30000.0
JASA PASANG 15000,VARIO 125 CBS-ISS MMC,10000.0
KPB 1,NEW VARIO 125 CBS-ISS,0.0
PERGANTIAN KANVAS REM BELAKANG,SUPRA X 125 CW MMC,25000.0
KPB 2,BEAT STREET CBS,0.0
JASA PASANG 30000,NEW SCOOPY SPORTY,30000.0
PAKET SIAP MUDIK 2025,NEW SCOOPY FASHION,50000.0
PAKET CEBAN,Genio CBS,10000.0
PAKET PAS,ALL NEW SCOOPY STYLISH,50000.0
PENGGANTIAN FUEL PUMP,NEW VARIO 125 CBS,30000.0
JASA PASANG KOMSTIR,NEW VARIO 150,125000.0
PENGGANTIAN BEARING DEPAN,BEAT FI CBS,20000.0
PENGGANTIAN SARINGAN UDARA,NEW SCOOPY FI,10000.0
PENGGANTIAN KANVAS REM BELAKANG,NEW SCOOPY FI,20000.0
JASA PASANG 15000,VARIO TECHNO 125 CBS ISS,10000.0
JASA PASANG 30000,KARISMA 125,30000.0
KURAS MINYAK REM,VARIO 150,35000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,CBR 150R ABS,143000.0
PAKET INJECTOR CLEANER,SUPRA X 125 R DD,25000.0
GOKIL (GANTI OLI KILAT),GENIO CBS,0.0
PERBAIKAN KABEL REM BELAKANG,VARIO TECHNO 125 FI ISS,20000.0
JASA PASANG 10000,PCX160 CBS,10000.0
JASA PASANG 45000,NEW BEAT CAST WHEEL,45000.0
JASA PASANG 45000,Beat Sporty,45000.0
JASA PASANG 30000,SUPRA X 125 R DD,30000.0
JASA PASANG 35000,KARISMA 125,35000.0
PAKET CEBAN,Genio CBS ISS,10000.0
PERBAIKAN CVT,VARIO TECHNO NON CBS,45000.0
JASA PASANG 150000,VARIO 125 CBS ISS,150000.0
PENGGANTIAN BELT DRIVE / ROLLER,BEAT STREET CBS,30000.0
PENGGANTIAN COM STEER,VARIO 160 CBS,69000.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),CBR 150R,50000.0
PERBAIKAN COM STEER,SONIC 150R HRR,25000.0
SERVIS PAKET LENGKAP PERAWATAN,SONIC 150R HRR,120000.0
PAKET PEMBERSIHAN CVT,PCX,30000.0
PENGGANTIAN SARINGAN UDARA,ALL NEW SCOOPY SPORTY,0.0
PAKET KURAS OLI SHOCK,CRF150L,55000.0
PAKET CEK REM GRATIS,BeAT Sporty DLX Smart Key,0.0
PENGGANTIAN AKI,SPACY CW HELM IN FI,15000.0
PERBAIKAN BOHLAM SOCKET HEADLIGHT,NEW VARIO,10000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,SUPRA FIT,85000.0
JASA PASANG 35000,SUPRA FIT,35000.0
JASA PASANG 50000,SUPRA FIT,50000.0
JASA PASANG 40000,New Vario 150,40000.0
PAKET KURAS OLI SHOCK,BeAT Sporty CBS ISS,25000.0
PAKET SERVIS GOLD,VARIO TECHNO 125 FI CBS,70000.0
PAKET INJECTOR CLEANER,BEAT FI CW,40000.0
JASA PASANG 60000,REVO FIT,60000.0
GANTI ACCU,BEAT SPORTY CW,5000.0
JASA PASANG 30000,VARIO 110 CBS,30000.0
JASA PASANG 110000,ADV160 CBS,110000.0
PERBAIKAN BAN BELAKANG,ALL NEW SCOOPY STYLISH,25000.0
JASA PASANG 115000,NEW PCX 150 ABS,115000.0
PAKET CEBAN,NEW SCOOPY STYLISH,10000.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),CB150R STREETFIRE,25000.0
PENGGANTIAN SHOCKBREAKER BELAKANG,VARIO 125 CBS ISS,30000.0
PERBAIKAN COM STEER,PCX 160 ABS,0.0
JASA PASANG 160000,NEW SCOOPY FASHION,160000.0
PENGGANTIAN OLI GARDAN,SCOOPY STYLISH,5000.0
PENGGANTIAN OLI MESIN,SCOOPY STYLISH,10000.0
PERBAIKAN STANDAR TENGAH,SCOOPY ESP,30000.0
PERBAIKAN BAN DEPAN,VARIO 150,30000.0
PERBAIKAN BAN BELAKANG,SUPRA X 125 CW MMC,25000.0
JASA PASANG 70000,ALL NEW SCOOPY STYLISH,70000.0
PENGGANTIAN SAKLAR DIMMER,BEAT SPORTY CW,10000.0
PENGGANTIAN FUEL PUMP,BeAT Sporty DLX Smart Key,55000.0
PERBAIKAN SARINGAN UDARA,BeAT Sporty DLX Smart Key,6600.0
JASA PASANG 25000,REVO X,25000.0
PAKET GOCENG,NEW PCX 150,5000.0
VISIT FEE,NEW SCOOPY PRESTIGE,0.0
PAKET KURAS TANGKI,SCOOPY FI,25000.0
PAKET INJECTOR CLEANER,SCOOPY FI,45000.0
PAKET PEMBERSIHAN CVT,SCOOPY FI,40000.0
JASA PASANG 100000,SCOOPY FI,100000.0
JASA PASANG 35000,PCX HYBRID,35000.0
PAKET SERVIS SILVER,VARIO 150,195000.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),REVO 110 SPOKE WHEEL,35000.0
PERBAIKAN KUNCI SET,Beat Sporty,50000.0
JASA PASANG 65000,REVO,65000.0
PERBAIKAN BAN DEPAN,CB150 VERZA CW,0.0
SERVICE CVT,NEW SCOOPY STYLISH,80000.0
PENGGANTIAN KANVAS REM BELAKANG,SUPRA X 125 CW,20000.0
JASA PASANG 55000,REVO 110 SPOKE WHEEL,55000.0
JASA PASANG 65000,BeAT Sporty DLX Smart Key,65000.0
PENGGANTIAN SEAL SHOCK BREAKER DEPAN,NEW PCX 150 CBS,50000.0
PASANG SHOCK BELAKANG,NEW PCX 150 CBS,50000.0
PENGGANTIAN AKI,NEW SCOOPY FI,15000.0
SERVICE BERKALA TYPE PCX,PCX 160 CBS,145000.0
PERBAIKAN KANVAS REM DEPAN * ABS,NEW BLADE R 125 FI,20000.0
PAKET CEK REM GRATIS,VARIO 150 SPORTY,0.0
PAKET MATIC 110-125,Beat Sporty,160000.0
PAKET SERVIS SILVER,REVO CW FI,130000.0
PENGGANTIAN OLI GARDAN,REVO CW FI,0.0
JASA PASANG 5000,NEW BLADE 125 FI R STD,5000.0
JASA PASANG 125000,BEAT FI CW,125000.0
JASA PASANG 30000,REVO 110 SPOKE WHEEL,30000.0
PENGGANTIAN MINYAK REM,REVO 110 SPOKE WHEEL,55000.0
PENGGANTIAN KANVAS REM BELAKANG,REVO 110 SPOKE WHEEL,30000.0
JASA PASANG 50000,BEAT SW FI MMC,50000.0
PENGGANTIAN AKI,BLADE,5000.0
JASA PASANG 10000,ADV160 CBS,10000.0
SERVIS PAKET LENGKAP PERAWATAN,NEW SUPRA GTR150 EXCLUSIVE,115000.0
PENGGANTIAN SARINGAN UDARA,NEW SUPRA GTR150 EXCLUSIVE,0.0
PENGGANTIAN FUEL PUMP,NEW VARIO TECHNO PGM FI,50000.0
JASA PASANG 5000,NEW PCX 150,5000.0
PAKET PASCA MUDIK MATIC,PCX 160 CBS,50000.0
JASA PASANG 30000,NEW SCOOPY STYLISH,30000.0
JASA PASANG 20000,NEW VARIO,20000.0
PERBAIKAN MASTER REM DEPAN,BeAT Sporty CBS,25000.0
SERVIS PAKET RINGAN PERAWATAN,Genio CBS ISS,50000.0
PENGGANTIAN BUSI,SUPRA X,5000.0
PERBAIKAN STANDAR TENGAH,VARIO TECHNO 125 FI ISS,20000.0
PENGGANTIAN GEAR BOX,VARIO FI,35000.0
JASA PASANG 40000,SCOOPY FI,40000.0
SERVIS PAKET RINGAN PERAWATAN,CBR 150R,65000.0
PENGGANTIAN OLI MESIN,BEAT POP ESP CBS-ISS,10000.0
PENGGANTIAN BUSI,SUPRA FIT,5000.0
PENGGANTIAN BAN BELAKANG,VARIO 125 CBS-ISS MMC,25000.0
GOKIL (GANTI OLI KILAT),SUPRA X 125 CW MMC,0.0
SERVIS PAKET LENGKAP PERAWATAN MATIC PLUS,PCX 160 CBS,155000.0
JASA PASANG 75000,NEW VARIO ESP CBS ADVANCE,75000.0
PENGGANTIAN OLI GARDAN,NEW VARIO ESP CBS ADVANCE,0.0
PAKET SERVICE LENGKAP,ADV160 ABS,165000.0
SERVICE BERKALA TYPE MATIC 110-125CC,BEAT SPORTY CBS ISS,95000.0
GANTI OLI PLUS PENGGANTIAN,NEW SCOOPY FASHION,10000.0
JASA PASANG 55000,BEAT FI SW,55000.0
PERBAIKAN BAN BELAKANG,NEW PCX 150 CBS,0.0
JASA PASANG 15000,CRF150L,15000.0
PENGGANTIAN OLI,BeAT Sporty CBS,0.0
PERBAIKAN BELT DRIVE / ROLLER,ADV160 ABS,140000.0
PERBAIKAN KANVAS REM DEPAN,VARIO TECHNO,30000.0
PERBAIKAN KANVAS REM BELAKANG,VARIO 150 MMC,20000.0
JASA PASANG 95000,VARIO 125 CBS ISS SP,95000.0
PENGGANTIAN FUEL PUMP,BEAT FI SW,65000.0
PENGGANTIAN RANTAI KETENG ,BEAT FI SW,150000.0
PERBAIKAN SARINGAN UDARA,PCX 160 ABS,0.0
SERVICE CVT,STYLO 160 CBS,85000.0
PENGGANTIAN BEARING BELAKANG,BeAT Sporty CBS,25000.0
PERBAIKAN KANVAS REM BELAKANG,SUPRA X 125 R DD,15000.0
PAKET KURAS MASTER REM,BEAT FI CBS,55000.0
PERBAIKAN COVER HANDLE GETAR,NEW BEAT CAST WHEEL,25000.0
JASA PASANG 45000,SCOOPY ENERGETIC,45000.0
PENGGANTIAN CVT,SCOOPY,50000.0
SPECIAL MATIC 50K,GENIO CBS ISS SE,50000.0
JASA PASANG 20000,NEW CB150R STREETFIRE,20000.0
JASA PASANG 255000,Genio CBS,250800.0
JASA PASANG 85000,BEAT FI SW,85000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,NEW SONIC 150R STANDARD,100000.0
PENGGANTIAN SHOCKBREAKER DEPAN,VARIO 125 CBS,45000.0
STEL KOMSTIR,VARIO 150,21000.0
SERVIS PAKET RINGAN PERAWATAN,GENIO CBS ISS,50000.0
JASA PASANG 185000,BeAT Sporty CBS ISS,182400.0
PENGGANTIAN MASTER REM DEPAN,CB150 VERZA CW,35000.0
GOKIL (GANTI OLI KILAT),VARIO 125 CBS,0.0
PENGGANTIAN OLI MESIN,NEW VARIO TECHNO CBS,0.0
JASA PASANG 20000,NEW VARIO TECHNO CBS,20000.0
PENGGANTIAN OLI GARDAN,NEW VARIO TECHNO CBS,0.0
JASA PASANG 35000,BEAT POP CW,35000.0
PENGGANTIAN SHOCKBREAKER BELAKANG,VARIO TECHNO 125 FI ISS,50000.0
PAKET SERVIS POS H1,ALL NEW SCOOPY SPORTY,60000.0
JASA PASANG 45000,SUPRA FIT,45000.0
PENGGANTIAN GEAR SET ( DRIVE CHAIN KIT ),REVO X,50000.0
PENGGANTIAN BAN DEPAN,REVO X,30000.0
GANTI OLI PLUS PENGGANTIAN,NEW VARIO,0.0
PAKET KURAS TANGKI,CB150R STREETFIRE,60000.0
JASA PASANG 70000,VARIO 125 CBS,70000.0
KPB 2,VARIO 125 CBS ISS SP,0.0
PENGGANTIAN KANVAS REM BELAKANG * ABS,BeAT Sporty CBS ISS Deluxe,0.0
PENGGANTIAN KANVAS REM BELAKANG * ( CAKRAM ),BeAT Sporty CBS ISS Deluxe,0.0
VISIT FEE,NEW VARIO 150,0.0
JASA PASANG 30000,NEW SCOOPY FI,30000.0
PAKET KURAS OLI SHOCK,SPACY CW HELM IN FI,100000.0
CASH ACCU,SPACY CW HELM IN FI,10000.0
PENGGANTIAN BUSI,BEAT POP ESP CW COMIC,10000.0
PENGGANTIAN BAN BELAKANG,CB150R,0.0
PAKET GOCENG,VARIO TECHNO,5000.0
PENGGANTIAN KANVAS REM DEPAN,STYLO 160 CBS,30000.0
PAKET SERVIS GOLD,STYLO 160 CBS,215000.0
PENGGANTIAN KANVAS REM BELAKANG,STYLO 160 CBS,35000.0
PERBAIKAN BODY COVER SET,REVO FIT,30000.0
JASA PASANG 90000,REVO X,90000.0
PAKET SERVIS PLATINUM,BEAT FI CW,130000.0
JASA PASANG 150000,VARIO 110 CBS ISS,150000.0
SERVIS PAKET LENGKAP PERAWATAN PLUS,ADV160 ABS,95000.0
STEELL rante,CB150R,25000.0
PERBAIKAN HEADLIGHT UNIT,BEAT FI CBS,30000.0
VISIT FEE,NEW SCOOPY STYLISH,0.0
PENGGANTIAN SHOCKBREAKER BELAKANG,Beat Sporty,25000.0
JASA PASANG 125000,VARIO 125 CBS ISS,125000.0
PERBAIKAN KUNCI SET,BEAT SPORTY CBS ISS,50000.0
PAKET CEBAN,SUPRA FIT,10000.0
